OldData,OldDat2,Strain,Rep,AssayTemp,AssayLight,TargetOchConc,Pred,D1Date,VolOch,VolK,X,D1OchPop,D2OchPop,D3OchPop,D4OchPop,X.1,D1PredPop,D2PredPop,D3PredPop,D4PredPop,X.2,Scope,Run
,,590,B,24,100,25000,O.marina,10.29.2024,NA,NA,NA,17490,7864,6894,13560,NA,200,310,190,150,NA,AC,2
,,590,B,24,100,50000,O.marina,10.29.2024,NA,NA,NA,29513,19089,8490,18289,NA,230,230,370,320,NA,AC,2
,,590,B,24,100,75000,O.marina,10.29.2024,NA,NA,NA,50994,35558,19999,27063,NA,250,290,380,360,NA,AC,2
,,590,B,24,100,100000,O.marina,10.29.2024,NA,NA,NA,84956,50145,41033,37041,NA,290,280,410,380,NA,AC,2
,,590,B,24,100,125000,O.marina,10.29.2024,NA,NA,NA,87645,69347,48268,48728,NA,360,340,370,530,NA,AC,2
,,590,C,24,100,0,Control,10.29.2024,NA,NA,NA,57,0,0,57,NA,0,0,0,0,NA,AC,2
,,590,C,24,100,25000,Control,10.29.2024,NA,NA,NA,17489,14471,9343,7691,NA,0,0,0,0,NA,AC,2
,,590,C,24,100,50000,Control,10.29.2024,NA,NA,NA,52753,23019,32932,24555,NA,0,0,0,0,NA,AC,2
,,590,C,24,100,75000,Control,10.29.2024,NA,NA,NA,58507,38179,45465,25580,NA,0,0,0,0,NA,AC,2
,,590,C,24,100,100000,Control,10.29.2024,NA,NA,NA,83460,57612,62519,44614,NA,0,0,0,0,NA,AC,2
,,590,C,24,100,125000,Control,10.29.2024,NA,NA,NA,105549,85020,66507,66046,NA,0,0,0,0,NA,AC,2
,,590,C,24,100,0,O.marina,10.29.2024,NA,NA,NA,0,114,57,57,NA,180,110,130,80,NA,AC,2
,,590,C,24,100,25000,O.marina,10.29.2024,NA,NA,NA,16408,10086,4046,9345,NA,170,230,200,120,NA,AC,2
,,590,C,24,100,50000,O.marina,10.29.2024,NA,NA,NA,38520,16525,11567,19087,NA,150,330,260,320,NA,AC,2
,,590,C,24,100,75000,O.marina,10.29.2024,NA,NA,NA,50587,35044,28203,25813,NA,500,280,450,290,NA,AC,2
,,590,C,24,100,100000,O.marina,10.29.2024,NA,NA,NA,76919,57841,43312,45424,NA,250,450,380,360,NA,AC,2
,,590,C,24,100,125000,O.marina,10.29.2024,NA,NA,NA,92046,75611,60401,56591,NA,470,290,350,320,NA,AC,2
,,1391,A,24,100,0,Control,11.13.2024,NA,NA,NA,171,57,0,114,NA,0,0,0,0,NA,AC,3
,,1391,A,24,100,25000,Control,11.13.2024,NA,NA,NA,5982,3077,3134,3361,NA,0,0,0,0,NA,AC,3
,,1391,A,24,100,50000,Control,11.13.2024,NA,NA,NA,12818,6495,4957,8260,NA,0,0,0,0,NA,AC,3
,,1391,A,24,100,75000,Control,11.13.2024,NA,NA,NA,16463,9742,9628,12703,NA,0,0,0,0,NA,AC,3
,,1391,A,24,100,100000,Control,11.13.2024,NA,NA,NA,26831,14015,11963,13387,NA,0,0,0,0,NA,AC,3
,,1391,A,24,100,125000,Control,11.13.2024,NA,NA,NA,33554,14300,12760,21647,NA,0,0,0,0,NA,AC,3
,,1391,A,24,100,0,O.marina,11.13.2024,NA,NA,NA,171,0,114,0,NA,370,370,340,210,NA,AC,3
,,1391,A,24,100,25000,O.marina,11.13.2024,NA,NA,NA,6609,1766,1424,4330,NA,500,360,430,290,NA,AC,3
,,1391,A,24,100,50000,O.marina,11.13.2024,NA,NA,NA,10540,4274,4672,5184,NA,480,430,480,340,NA,AC,3
,,1391,A,24,100,75000,O.marina,11.13.2024,NA,NA,NA,19883,7067,4330,10824,NA,380,670,430,510,NA,AC,3
,,1391,A,24,100,100000,O.marina,11.13.2024,NA,NA,NA,20566,8945,7805,22275,NA,300,490,710,400,NA,AC,3
,,1391,A,24,100,125000,O.marina,11.13.2024,NA,NA,NA,32587,11224,8432,20623,NA,480,640,730,390,NA,AC,3
,,1391,B,24,100,0,Control,11.13.2024,NA,NA,NA,0,57,228,0,NA,0,0,0,0,NA,AC,3
,,1391,B,24,100,25000,Control,11.13.2024,NA,NA,NA,5868,4558,4614,6893,NA,0,0,0,0,NA,AC,3
,,1391,B,24,100,50000,Control,11.13.2024,NA,NA,NA,12305,4728,3133,4956,NA,0,0,0,0,NA,AC,3
,,1391,B,24,100,75000,Control,11.13.2024,NA,NA,NA,19198,8432,6837,13558,NA,0,0,0,0,NA,AC,3
,,1391,B,24,100,100000,Control,11.13.2024,NA,NA,NA,27971,9286,9001,26033,NA,0,0,0,0,NA,AC,3
,,1391,B,24,100,125000,Control,11.13.2024,NA,NA,NA,31047,12193,9456,32356,NA,0,0,0,0,NA,AC,3
,,1391,B,24,100,0,O.marina,11.13.2024,NA,NA,NA,57,0,171,0,NA,370,130,460,130,NA,AC,3
,,1391,B,24,100,25000,O.marina,11.13.2024,NA,NA,NA,5640,1368,2450,5127,NA,210,210,430,230,NA,AC,3
,,1391,B,24,100,50000,O.marina,11.13.2024,NA,NA,NA,11509,3818,3419,8944,NA,360,400,440,170,NA,AC,3
,,1391,B,24,100,75000,O.marina,11.13.2024,NA,NA,NA,21309,6097,6723,9001,NA,340,300,460,280,NA,AC,3
,,1391,B,24,100,100000,O.marina,11.13.2024,NA,NA,NA,24441,6381,7749,12022,NA,630,420,580,210,NA,AC,3
,,1391,B,24,100,125000,O.marina,11.13.2024,NA,NA,NA,31790,12078,6723,14299,NA,570,540,580,450,NA,AC,3
,,1391,C,24,100,0,Control,11.13.2024,NA,NA,NA,57,57,57,57,NA,0,0,0,0,NA,AC,3
,,1391,C,24,100,25000,Control,11.13.2024,NA,NA,NA,5355,3589,5014,5583,NA,0,0,0,0,NA,AC,3
,,1391,C,24,100,50000,Control,11.13.2024,NA,NA,NA,11166,5697,5185,7690,NA,0,0,0,0,NA,AC,3
,,1391,C,24,100,75000,Control,11.13.2024,NA,NA,NA,19084,7806,6779,11108,NA,0,0,0,0,NA,AC,3
,,1391,C,24,100,100000,Control,11.13.2024,NA,NA,NA,21877,13160,10596,17602,NA,0,0,0,0,NA,AC,3
,,1391,C,24,100,125000,Control,11.13.2024,NA,NA,NA,27404,16750,16294,16235,NA,0,0,0,0,NA,AC,3
,,1391,C,24,100,0,O.marina,11.13.2024,NA,NA,NA,114,0,0,0,NA,370,320,380,150,NA,AC,3
,,1391,C,24,100,25000,O.marina,11.13.2024,NA,NA,NA,6894,969,2108,6836,NA,240,350,240,210,NA,AC,3
,,1391,C,24,100,50000,O.marina,11.13.2024,NA,NA,NA,13446,3590,2963,10881,NA,180,430,460,220,NA,AC,3
,,1391,C,24,100,75000,O.marina,11.13.2024,NA,NA,NA,18631,5071,3818,12818,NA,400,240,330,370,NA,AC,3
,,1391,C,24,100,100000,O.marina,11.13.2024,NA,NA,NA,24045,6097,6837,11451,NA,480,530,470,350,NA,AC,3
,,1391,C,24,100,125000,O.marina,11.13.2024,NA,NA,NA,28886,9174,6665,15667,NA,530,520,580,480,NA,AC,3
,,1391R,A,24,100,0,Control,11.19.2024,NA,NA,NA,114,0,114,570,NA,0,0,0,0,NA,AC,2
,,1391R,A,24,100,25000,Control,11.19.2024,NA,NA,NA,26042,30258,6495,9857,NA,0,0,0,0,NA,AC,2
,,1391R,A,24,100,50000,Control,11.19.2024,NA,NA,NA,40061,65193,17033,29055,NA,0,0,0,0,NA,AC,2
,,1391R,A,24,100,75000,Control,11.19.2024,NA,NA,NA,51690,95396,32419,34240,NA,0,0,0,0,NA,AC,2
,,1391R,A,24,100,100000,Control,11.19.2024,NA,NA,NA,78586,125996,39652,48203,NA,0,0,0,0,NA,AC,2
,,1391R,A,24,100,125000,Control,11.19.2024,NA,NA,NA,88789,180906,29056,38400,NA,0,0,0,0,NA,AC,2
,,1391R,A,24,100,0,O.marina,11.19.2024,NA,NA,NA,0,57,741,1026,NA,350,130,130,90,NA,AC,2
,,1391R,A,24,100,25000,O.marina,11.19.2024,NA,NA,NA,22225,24678,1709,3532,NA,430,240,350,430,NA,AC,2
,,1391R,A,24,100,50000,O.marina,11.19.2024,NA,NA,NA,45024,56254,3703,10198,NA,420,280,320,510,NA,AC,2
,,1391R,A,24,100,75000,O.marina,11.19.2024,NA,NA,NA,60239,78762,7407,13047,NA,430,310,330,500,NA,AC,2
,,1391R,A,24,100,100000,O.marina,11.19.2024,NA,NA,NA,87654,134214,12706,18572,NA,450,390,280,520,NA,AC,2
,,1391R,A,24,100,125000,O.marina,11.19.2024,NA,NA,NA,127430,188747,9002,24498,NA,490,400,320,320,NA,AC,2
,,1391R,B,24,100,0,Control,11.19.2024,NA,NA,NA,0,57,285,114,NA,0,0,0,0,NA,AC,2
,,1391R,B,24,100,25000,Control,11.19.2024,NA,NA,NA,21996,31797,6552,8205,NA,0,0,0,0,NA,AC,2
,,1391R,B,24,100,50000,Control,11.19.2024,NA,NA,NA,39035,64338,20282,18174,NA,0,0,0,0,NA,AC,2
,,1391R,B,24,100,75000,Control,11.19.2024,NA,NA,NA,51748,97108,29909,32645,NA,0,0,0,0,NA,AC,2
,,1391R,B,24,100,100000,Control,11.19.2024,NA,NA,NA,74144,138886,28543,55149,NA,0,0,0,0,NA,AC,2
,,1391R,B,24,100,125000,Control,11.19.2024,NA,NA,NA,107308,171927,28658,45979,NA,0,0,0,0,NA,AC,2
,,1391R,B,24,100,0,O.marina,11.19.2024,NA,NA,NA,57,0,399,627,NA,350,150,80,150,NA,AC,2
,,1391R,B,24,100,25000,O.marina,11.19.2024,NA,NA,NA,23766,23140,1253,2507,NA,350,180,380,530,NA,AC,2
,,1391R,B,24,100,50000,O.marina,11.19.2024,NA,NA,NA,45992,54885,2735,5470,NA,520,460,470,780,NA,AC,2
,,1391R,B,24,100,75000,O.marina,11.19.2024,NA,NA,NA,58587,82699,7806,10312,NA,380,400,480,680,NA,AC,2
,,1391R,B,24,100,100000,O.marina,11.19.2024,NA,NA,NA,90502,136775,8603,13502,NA,580,260,300,510,NA,AC,2
,,1391R,B,24,100,125000,O.marina,11.19.2024,NA,NA,NA,116488,176415,9515,19486,NA,540,320,270,390,NA,AC,2
,,1391R,C,24,100,0,Control,11.19.2024,NA,NA,NA,798,1082,0,57,NA,0,0,0,0,NA,AC,2
,,1391R,C,24,100,25000,Control,11.19.2024,NA,NA,NA,20058,31399,4843,6552,NA,0,0,0,0,NA,AC,2
,,1391R,C,24,100,50000,Control,11.19.2024,NA,NA,NA,42684,69928,12363,20340,NA,0,0,0,0,NA,AC,2
,,1391R,C,24,100,75000,Control,11.19.2024,NA,NA,NA,58869,97513,31563,36917,NA,0,0,0,0,NA,AC,2
,,1391R,C,24,100,100000,Control,11.19.2024,NA,NA,NA,111640,141385,24157,44950,NA,0,0,0,0,NA,AC,2
,,1391R,C,24,100,125000,Control,11.19.2024,NA,NA,NA,107997,163898,42218,56855,NA,0,0,0,0,NA,AC,2
,,1391R,C,24,100,0,O.marina,11.19.2024,NA,NA,NA,285,114,741,684,NA,180,180,30,60,NA,AC,2
,,1391R,C,24,100,25000,O.marina,11.19.2024,NA,NA,NA,23023,26955,1937,3020,NA,310,350,380,400,NA,AC,2
,,1391R,C,24,100,50000,O.marina,11.19.2024,NA,NA,NA,46276,58474,3020,7806,NA,300,330,420,550,NA,AC,2
,,1391R,C,24,100,75000,O.marina,11.19.2024,NA,NA,NA,52605,63951,5583,18973,NA,490,410,500,780,NA,AC,2
,,1391R,C,24,100,100000,O.marina,11.19.2024,NA,NA,NA,93177,122079,8606,17664,NA,530,400,410,390,NA,AC,2
,,1391R,C,24,100,125000,O.marina,11.19.2024,NA,NA,NA,132107,174997,11224,16924,NA,500,400,430,320,NA,AC,2
,,1393R,A,24,100,0,Control,12.04.2024,NA,NA,NA,57,0,114,1823,NA,0,0,0,0,NA,AC,2
,,1393R,A,24,100,25000,Control,12.04.2024,NA,NA,NA,43932,23077,23757,50249,NA,0,0,0,0,NA,AC,2
,,1393R,A,24,100,50000,Control,12.04.2024,NA,NA,NA,86787,43195,47002,49225,NA,0,0,0,0,NA,AC,2
,,1393R,A,24,100,75000,Control,12.04.2024,NA,NA,NA,125201,73173,59995,124858,NA,0,0,0,0,NA,AC,2
,,1393R,A,24,100,100000,Control,12.04.2024,NA,NA,NA,153587,94486,99588,96287,NA,0,0,0,0,NA,AC,2
,,1393R,A,24,100,125000,Control,12.04.2024,NA,NA,NA,185567,106223,138232,114750,NA,0,0,0,0,NA,AC,2
,,1393R,A,24,100,0,O.marina,12.04.2024,NA,NA,NA,0,399,1368,5299,NA,220,320,130,150,NA,AC,2
,,1393R,A,24,100,25000,O.marina,12.04.2024,NA,NA,NA,43821,27928,20853,28035,NA,250,380,380,690,NA,AC,2
,,1393R,A,24,100,50000,O.marina,12.04.2024,NA,NA,NA,83657,47582,31400,26722,NA,170,320,420,790,NA,AC,2
,,1393R,A,24,100,75000,O.marina,12.04.2024,NA,NA,NA,128792,79439,64441,41652,NA,180,340,630,1010,NA,AC,2
,,1393R,A,24,100,100000,O.marina,12.04.2024,NA,NA,NA,154543,108096,80342,47745,NA,250,270,350,1020,NA,AC,2
,,1393R,A,24,100,125000,O.marina,12.04.2024,NA,NA,NA,215657,122888,118529,78400,NA,200,380,730,890,NA,AC,2
,,1393R,B,24,100,0,Control,12.04.2024,NA,NA,NA,912,0,0,171,NA,0,0,0,0,NA,AC,2
,,1393R,B,24,100,25000,Control,12.04.2024,NA,NA,NA,48663,25988,25525,42331,NA,0,0,0,0,NA,AC,2
,,1393R,B,24,100,50000,Control,12.04.2024,NA,NA,NA,96924,41375,42161,57354,NA,0,0,0,0,NA,AC,2
,,1393R,B,24,100,75000,Control,12.04.2024,NA,NA,NA,125699,62120,66430,90415,NA,0,0,0,0,NA,AC,2
,,1393R,B,24,100,100000,Control,12.04.2024,NA,NA,NA,164808,88275,111491,111434,NA,0,0,0,0,NA,AC,2
,,1393R,B,24,100,125000,Control,12.04.2024,NA,NA,NA,201437,119155,137880,119871,NA,0,0,0,0,NA,AC,2
,,1393R,B,24,100,0,O.marina,12.04.2024,NA,NA,NA,57,57,114,57,NA,340,230,240,140,NA,AC,2
,,1393R,B,24,100,25000,O.marina,12.04.2024,NA,NA,NA,43203,22340,14644,18975,NA,220,370,780,460,NA,AC,2
,,1393R,B,24,100,50000,O.marina,12.04.2024,NA,NA,NA,83434,47530,32019,36351,NA,250,420,720,480,NA,AC,2
,,1393R,B,24,100,75000,O.marina,12.04.2024,NA,NA,NA,118366,86864,50371,22903,NA,340,220,590,630,NA,AC,2
,,1393R,B,24,100,100000,O.marina,12.04.2024,NA,NA,NA,166356,96488,75436,38742,NA,280,270,530,720,NA,AC,2
,,1393R,B,24,100,125000,O.marina,12.04.2024,NA,NA,NA,182724,115766,121590,89676,NA,240,330,600,860,NA,AC,2
,,1393R,C,24,100,0,Control,12.04.2024,NA,NA,NA,0,0,0,57,NA,0,0,0,0,NA,AC,2
,,1393R,C,24,100,25000,Control,12.04.2024,NA,NA,NA,45082,28552,22336,25180,NA,0,0,0,0,NA,AC,2
,,1393R,C,24,100,50000,Control,12.04.2024,NA,NA,NA,85320,46279,40167,53328,NA,0,0,0,0,NA,AC,2
,,1393R,C,24,100,75000,Control,12.04.2024,NA,NA,NA,122342,80648,84098,84439,NA,0,0,0,0,NA,AC,2
,,1393R,C,24,100,100000,Control,12.04.2024,NA,NA,NA,167083,92036,93150,156334,NA,0,0,0,0,NA,AC,2
,,1393R,C,24,100,125000,Control,12.04.2024,NA,NA,NA,192074,96299,122213,140212,NA,0,0,0,0,NA,AC,2
,,1393R,C,24,100,0,O.marina,12.04.2024,NA,NA,NA,114,171,171,0,NA,220,200,110,80,NA,AC,2
,,1393R,C,24,100,25000,O.marina,12.04.2024,NA,NA,NA,42177,19490,15670,12534,NA,230,220,430,330,NA,AC,2
,,1393R,C,24,100,50000,O.marina,12.04.2024,NA,NA,NA,91218,51803,33051,17037,NA,320,350,590,550,NA,AC,2
,,1393R,C,24,100,75000,O.marina,12.04.2024,NA,NA,NA,122472,92499,51223,21425,NA,280,430,330,570,NA,AC,2
,,1393R,C,24,100,100000,O.marina,12.04.2024,NA,NA,NA,152212,97676,73058,52761,NA,280,250,480,760,NA,AC,2
,,1393R,C,24,100,125000,O.marina,12.04.2024,NA,NA,NA,196769,153807,121595,92706,NA,290,210,150,630,NA,AC,2
,,1393,A,24,100,0,Control,12.17.2024,NA,NA,NA,0,228,0,228,NA,0,0,0,0,NA,AC,NA
,,1393,A,24,100,25000,Control,12.17.2024,NA,NA,NA,9117,8148,11568,12477,NA,0,0,0,0,NA,AC,NA
,,1393,A,24,100,50000,Control,12.17.2024,NA,NA,NA,19433,20741,15498,14870,NA,0,0,0,0,NA,AC,NA
,,1393,A,24,100,75000,Control,12.17.2024,NA,NA,NA,29515,28036,35447,30197,NA,0,0,0,0,NA,AC,NA
,,1393,A,24,100,100000,Control,12.17.2024,NA,NA,NA,45980,37036,42455,32978,NA,0,0,0,0,NA,AC,NA
,,1393,A,24,100,125000,Control,12.17.2024,NA,NA,NA,47064,50715,45818,45771,NA,0,0,0,0,NA,AC,NA
,,1393,A,24,100,0,O.marina,12.17.2024,NA,NA,NA,285,0,0,114,NA,1060,860,680,390,NA,AC,NA
,,1393,A,24,100,25000,O.marina,12.17.2024,NA,NA,NA,9119,2907,4901,7920,NA,1020,570,720,750,NA,AC,NA
,,1393,A,24,100,50000,O.marina,12.17.2024,NA,NA,NA,15272,8718,6953,6268,NA,620,1030,870,1030,NA,AC,NA
,,1393,A,24,100,75000,O.marina,12.17.2024,NA,NA,NA,27469,6496,7466,11110,NA,1000,820,1080,940,NA,AC,NA
,,1393,A,24,100,100000,O.marina,12.17.2024,NA,NA,NA,37959,14018,9402,11909,NA,1030,840,1350,1300,NA,AC,NA
,,1393,A,24,100,125000,O.marina,12.17.2024,NA,NA,NA,56192,17721,12422,18346,NA,920,1330,930,900,NA,AC,NA
,,1393,B,24,100,0,Control,12.17.2024,NA,NA,NA,57,0,0,57,NA,0,0,0,0,NA,AC,NA
,,1393,B,24,100,25000,Control,12.17.2024,NA,NA,NA,9858,10656,12195,15611,NA,0,0,0,0,NA,AC,NA
,,1393,B,24,100,50000,Control,12.17.2024,NA,NA,NA,16183,18462,18178,33156,NA,0,0,0,0,NA,AC,NA
,,1393,B,24,100,75000,Control,12.17.2024,NA,NA,NA,32818,24672,31567,38172,NA,0,0,0,0,NA,AC,NA
,,1393,B,24,100,100000,Control,12.17.2024,NA,NA,NA,50313,45645,43992,63526,NA,0,0,0,0,NA,AC,NA
,,1393,B,24,100,125000,Control,12.17.2024,NA,NA,NA,63421,47631,59607,76622,NA,0,0,0,0,NA,AC,NA
,,1393,B,24,100,0,O.marina,12.17.2024,NA,NA,NA,57,171,171,114,NA,840,730,790,580,NA,AC,NA
,,1393,B,24,100,25000,O.marina,12.17.2024,NA,NA,NA,7124,2963,4046,5869,NA,1130,1050,830,810,NA,AC,NA
,,1393,B,24,100,50000,O.marina,12.17.2024,NA,NA,NA,15045,5527,5642,10827,NA,1010,500,880,990,NA,AC,NA
,,1393,B,24,100,75000,O.marina,12.17.2024,NA,NA,NA,27298,7067,11874,16810,NA,860,1120,1050,1040,NA,AC,NA
,,1393,B,24,100,100000,O.marina,12.17.2024,NA,NA,NA,43651,13676,15728,17095,NA,820,980,1220,1210,NA,AC,NA
,,1393,B,24,100,125000,O.marina,12.17.2024,NA,NA,NA,47584,17551,19600,23019,NA,1060,1000,1340,940,NA,AC,NA
,,1393,C,24,100,0,Control,12.17.2024,NA,NA,NA,0,114,114,0,NA,0,0,0,0,NA,AC,NA
,,1393,C,24,100,25000,Control,12.17.2024,NA,NA,NA,7864,7977,10770,19206,NA,0,0,0,0,NA,AC,NA
,,1393,C,24,100,50000,Control,12.17.2024,NA,NA,NA,18519,13618,16865,23990,NA,0,0,0,0,NA,AC,NA
,,1393,C,24,100,75000,Control,12.17.2024,NA,NA,NA,31794,20228,30603,49974,NA,0,0,0,0,NA,AC,NA
,,1393,C,24,100,100000,Control,12.17.2024,NA,NA,NA,40233,27577,34699,47180,NA,0,0,0,0,NA,AC,NA
,,1393,C,24,100,125000,Control,12.17.2024,NA,NA,NA,69238,41137,38007,69281,NA,0,0,0,0,NA,AC,NA
,,1393,C,24,100,0,O.marina,12.17.2024,NA,NA,NA,171,0,57,342,NA,940,790,730,330,NA,AC,NA
,,1393,C,24,100,25000,O.marina,12.17.2024,NA,NA,NA,6496,2736,4730,10713,NA,780,630,890,810,NA,AC,NA
,,1393,C,24,100,50000,O.marina,12.17.2024,NA,NA,NA,12937,4844,9174,6723,NA,890,870,840,1090,NA,AC,NA
,,1393,C,24,100,75000,O.marina,12.17.2024,NA,NA,NA,22337,4672,5698,12194,NA,580,1070,1060,930,NA,AC,NA
,,1393,C,24,100,100000,O.marina,12.17.2024,NA,NA,NA,34762,9003,12708,22677,NA,980,1080,1180,1430,NA,AC,NA
,,1393,C,24,100,125000,O.marina,12.17.2024,NA,NA,NA,41710,14303,11510,18231,NA,420,1480,1350,1480,NA,AC,NA
,,584R,A,24,100,0,Control,01.07.2025,NA,NA,NA,114,114,228,1367,NA,0,0,0,0,NA,AC,NA
,,584R,A,24,100,25000,Control,01.07.2025,NA,NA,NA,32264,38922,50433,72583,NA,0,0,0,0,NA,AC,NA
,,584R,A,24,100,50000,Control,01.07.2025,NA,NA,NA,60707,71115,85246,142428,NA,0,0,0,0,NA,AC,NA
,,584R,A,24,100,75000,Control,01.07.2025,NA,NA,NA,98843,116483,129015,183972,NA,0,0,0,0,NA,AC,NA
,,584R,A,24,100,100000,Control,01.07.2025,NA,NA,NA,124263,159905,218111,214329,NA,0,0,0,0,NA,AC,NA
,,584R,A,24,100,125000,Control,01.07.2025,NA,NA,NA,169959,186860,258012,265509,NA,0,0,0,0,NA,AC,NA
,,584R,A,24,100,0,O.marina,01.07.2025,NA,NA,NA,171,228,741,912,NA,730,630,640,240,NA,AC,NA
,,584R,A,24,100,25000,O.marina,01.07.2025,NA,NA,NA,34308,20857,14589,15330,NA,1050,730,700,630,NA,AC,NA
,,584R,A,24,100,50000,O.marina,01.07.2025,NA,NA,NA,73601,56483,46218,41881,NA,1130,630,780,940,NA,AC,NA
,,584R,A,24,100,75000,O.marina,01.07.2025,NA,NA,NA,108990,115356,118943,139329,NA,980,530,660,740,NA,AC,NA
,,584R,A,24,100,100000,O.marina,01.07.2025,NA,NA,NA,162557,164285,247184,346930,NA,1130,380,430,470,NA,AC,NA
,,584R,A,24,100,125000,O.marina,01.07.2025,NA,NA,NA,212982,233152,317486,400475,NA,1070,510,400,440,NA,AC,NA
,,584R,B,24,100,0,Control,01.07.2025,NA,NA,NA,57,456,513,513,NA,0,0,0,0,NA,AC,NA
,,584R,B,24,100,25000,Control,01.07.2025,NA,NA,NA,33398,42335,62516,65004,NA,0,0,0,0,NA,AC,NA
,,584R,B,24,100,50000,Control,01.07.2025,NA,NA,NA,55343,82064,132048,133199,NA,0,0,0,0,NA,AC,NA
,,584R,B,24,100,75000,Control,01.07.2025,NA,NA,NA,93815,112670,187353,171353,NA,0,0,0,0,NA,AC,NA
,,584R,B,24,100,100000,Control,01.07.2025,NA,NA,NA,129590,134506,211908,237486,NA,0,0,0,0,NA,AC,NA
,,584R,B,24,100,125000,Control,01.07.2025,NA,NA,NA,161529,159663,242064,255868,NA,0,0,0,0,NA,AC,NA
,,584R,B,24,100,0,O.marina,01.07.2025,NA,NA,NA,342,456,513,1140,NA,930,660,430,330,NA,AC,NA
,,584R,B,24,100,25000,O.marina,01.07.2025,NA,NA,NA,34254,15898,16015,18062,NA,810,760,750,1070,NA,AC,NA
,,584R,B,24,100,50000,O.marina,01.07.2025,NA,NA,NA,74437,42395,42579,49347,NA,980,680,1020,900,NA,AC,NA
,,584R,B,24,100,75000,O.marina,01.07.2025,NA,NA,NA,109711,106751,126365,165245,NA,1100,500,730,830,NA,AC,NA
,,584R,B,24,100,100000,O.marina,01.07.2025,NA,NA,NA,136230,113636,190758,257670,NA,830,630,420,710,NA,AC,NA
,,584R,B,24,100,125000,O.marina,01.07.2025,NA,NA,NA,167054,159343,269887,344616,NA,840,570,430,480,NA,AC,NA
,,584R,C,24,100,0,Control,01.07.2025,NA,NA,NA,456,456,627,456,NA,0,0,0,0,NA,AC,NA
,,584R,C,24,100,25000,Control,01.07.2025,NA,NA,NA,35560,36183,71520,77708,NA,0,0,0,0,NA,AC,NA
,,584R,C,24,100,50000,Control,01.07.2025,NA,NA,NA,68452,76641,121667,136840,NA,0,0,0,0,NA,AC,NA
,,584R,C,24,100,75000,Control,01.07.2025,NA,NA,NA,99910,135837,165084,185049,NA,0,0,0,0,NA,AC,NA
,,584R,C,24,100,100000,Control,01.07.2025,NA,NA,NA,135667,154106,217239,195011,NA,0,0,0,0,NA,AC,NA
,,584R,C,24,100,125000,Control,01.07.2025,NA,NA,NA,170169,243076,287166,280704,NA,0,0,0,0,NA,AC,NA
,,584R,C,24,100,0,O.marina,01.07.2025,NA,NA,NA,399,627,12823,1254,NA,1270,970,460,410,NA,AC,NA
,,584R,C,24,100,25000,O.marina,01.07.2025,NA,NA,NA,38758,19090,24510,28317,NA,1470,1030,630,360,NA,AC,NA
,,584R,C,24,100,50000,O.marina,01.07.2025,NA,NA,NA,70326,36528,47757,30371,NA,830,860,700,1010,NA,AC,NA
,,584R,C,24,100,75000,O.marina,01.07.2025,NA,NA,NA,110506,89121,114341,105942,NA,1220,700,560,880,NA,AC,NA
,,584R,C,24,100,100000,O.marina,01.07.2025,NA,NA,NA,141923,131886,214260,278522,NA,1030,740,630,650,NA,AC,NA
,,584R,C,24,100,125000,O.marina,01.07.2025,NA,NA,NA,180371,189862,303636,393229,NA,840,600,280,310,NA,AC,NA
,,2951,A,24,100,0,Control,01.07.2025,NA,NA,NA,57,513,627,1140,NA,0,0,0,0,NA,AC,NA
,,2951,A,24,100,25000,Control,01.07.2025,NA,NA,NA,11854,11680,9175,6381,NA,0,0,0,0,NA,AC,NA
,,2951,A,24,100,50000,Control,01.07.2025,NA,NA,NA,27522,27061,18289,22160,NA,0,0,0,0,NA,AC,NA
,,2951,A,24,100,75000,Control,01.07.2025,NA,NA,NA,51339,45975,41653,52526,NA,0,0,0,0,NA,AC,NA
,,2951,A,24,100,100000,Control,01.07.2025,NA,NA,NA,37268,41816,22448,31959,NA,0,0,0,0,NA,AC,NA
,,2951,A,24,100,125000,Control,01.07.2025,NA,NA,NA,134399,105048,59872,71093,NA,0,0,0,0,NA,AC,NA
,,2951,A,24,100,0,O.marina,01.07.2025,NA,NA,NA,1881,1083,684,15671,NA,860,1020,360,380,NA,AC,NA
,,2951,A,24,100,25000,O.marina,01.07.2025,NA,NA,NA,13166,7977,7352,18801,NA,1080,630,600,660,NA,AC,NA
,,2951,A,24,100,50000,O.marina,01.07.2025,NA,NA,NA,29464,12250,9060,29911,NA,910,640,740,820,NA,AC,NA
,,2951,A,24,100,75000,O.marina,01.07.2025,NA,NA,NA,51343,22394,10028,24157,NA,1210,860,790,930,NA,AC,NA
,,2951,A,24,100,100000,O.marina,01.07.2025,NA,NA,NA,51169,19941,9800,35151,NA,770,720,940,900,NA,AC,NA
,,2951,A,24,100,125000,O.marina,01.07.2025,NA,NA,NA,123820,65067,17149,45634,NA,1010,1390,1560,1280,NA,AC,NA
,,2951,B,24,100,0,Control,01.07.2025,NA,NA,NA,399,344,285,855,NA,0,0,0,0,NA,AC,NA
,,2951,B,24,100,25000,Control,01.07.2025,NA,NA,NA,13278,8774,8433,12306,NA,0,0,0,0,NA,AC,NA
,,2951,B,24,100,50000,Control,01.07.2025,NA,NA,NA,29119,20111,16297,20907,NA,0,0,0,0,NA,AC,NA
